,ID,Severity_Binary,Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Sunrise_Sunset,Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Traffic_Signal,Junction,Crossing,Hour,Day,Month,Year
7359,A-7360,0,37.989079,-121.25528,0.01,57.0,100.0,Night,29.64,4.0,12.7,0.01,Rain,0,0,0,22,15,12,2016
7360,A-7361,0,38.655121,-121.033607,0.01,55.4,100.0,Night,29.62,2.5,17.3,,Other,0,1,0,22,15,12,2016
7361,A-7362,1,37.719162,-122.448273,0.01,52.0,83.0,Night,29.71,8.0,13.8,0.01,Other,0,0,0,22,15,12,2016
7362,A-7363,0,37.334225,-122.037628,0.01,51.1,92.0,Night,29.73,9.0,11.5,0.04,Rain,0,0,0,22,15,12,2016
7363,A-7364,0,38.15987,-121.26168100000001,0.01,57.0,100.0,Night,29.64,4.0,12.7,0.01,Rain,0,0,0,22,15,12,2016
7364,A-7365,1,38.00156,-121.349976,0.01,57.0,100.0,Night,29.65,4.0,11.5,0.03,Rain,0,0,0,23,15,12,2016
7365,A-7366,0,38.428402,-121.397667,0.01,53.1,100.0,Night,29.62,10.0,12.7,0.08,Rain,0,0,0,23,15,12,2016
7366,A-7367,0,37.769222,-120.936577,0.0,57.9,87.0,Night,29.65,9.0,8.1,0.01,Rain,0,0,0,23,15,12,2016
7367,A-7368,1,38.63179,-121.39804099999999,0.01,50.0,94.0,Night,29.63,10.0,16.1,,Cloudy,0,0,0,0,16,12,2016
7368,A-7369,1,38.761112,-121.25945300000001,0.01,50.0,94.0,Night,29.63,10.0,16.1,,Cloudy,0,0,0,0,16,12,2016
7369,A-7370,1,37.701382,-121.99134099999999,0.01,52.0,63.0,Night,29.77,10.0,19.6,,Other,0,0,0,0,16,12,2016
7370,A-7371,1,37.698433,-121.93303700000001,0.01,48.9,77.0,Night,29.72,10.0,19.6,0.0,Other,0,0,0,0,16,12,2016
7371,A-7372,1,37.326679,-121.881699,0.01,51.1,77.0,Night,29.76,10.0,12.7,0.0,Other,0,0,0,0,16,12,2016
7372,A-7373,1,37.327498999999996,-121.878082,0.01,51.1,77.0,Night,29.76,10.0,12.7,0.0,Other,0,0,0,0,16,12,2016
7373,A-7374,1,37.960873,-121.334129,0.01,51.1,96.0,Night,29.66,8.0,20.7,0.01,Rain,0,0,0,0,16,12,2016
7374,A-7375,1,38.748055,-121.26799799999999,0.01,50.0,94.0,Night,29.63,10.0,18.4,,Cloudy,0,0,0,0,16,12,2016
7375,A-7376,0,38.690544,-121.424484,0.01,50.0,87.0,Night,29.63,10.0,15.0,,Clear,0,0,0,0,16,12,2016
7376,A-7377,1,37.59803,-122.060585,0.01,52.0,63.0,Night,29.75,10.0,21.9,,Other,0,0,0,1,16,12,2016
7377,A-7378,0,37.158653,-121.982506,0.01,51.1,74.0,Night,29.77,10.0,12.7,,Other,0,0,0,1,16,12,2016
7378,A-7379,0,36.987423,-121.964951,0.01,48.9,90.0,Night,29.79,10.0,9.2,0.0,Other,1,0,1,1,16,12,2016
7379,A-7380,1,37.316158,-121.907036,0.01,51.1,74.0,Night,29.77,10.0,12.7,,Other,0,0,0,1,16,12,2016
7380,A-7381,1,37.466384999999995,-121.90580700000001,0.01,51.1,68.0,Night,29.8,10.0,9.2,,Other,0,0,0,1,16,12,2016
7381,A-7382,1,37.323948,-121.892509,0.01,51.1,74.0,Night,29.77,10.0,12.7,,Other,0,0,0,1,16,12,2016
7382,A-7383,0,36.971451,-121.907242,0.0,48.9,90.0,Night,29.79,10.0,9.2,0.0,Other,0,0,0,1,16,12,2016
7383,A-7384,0,38.220299,-121.888878,0.01,48.2,93.0,Night,29.67,10.0,16.1,,Cloudy,0,0,0,1,16,12,2016
7384,A-7385,0,38.06282,-122.53568999999999,0.0,48.2,71.0,Night,29.74,10.0,18.4,,Clear,0,0,0,2,16,12,2016
7385,A-7386,0,37.769646,-122.417847,0.01,51.1,66.0,Night,29.77,10.0,21.9,,Cloudy,1,0,1,2,16,12,2016
7386,A-7387,0,37.764633,-122.40511299999999,0.01,51.1,66.0,Night,29.77,10.0,21.9,,Cloudy,0,0,1,2,16,12,2016
7387,A-7388,0,37.613815,-122.396652,0.01,51.1,66.0,Night,29.77,10.0,21.9,,Cloudy,0,0,0,2,16,12,2016
7388,A-7389,1,37.418846,-122.219154,0.01,50.0,71.0,Night,29.8,10.0,8.1,,Other,0,0,0,2,16,12,2016
7389,A-7390,0,37.488846,-122.212852,0.01,50.0,71.0,Night,29.81,10.0,9.2,,Other,0,0,0,2,16,12,2016
7390,A-7391,0,37.55184600000001,-122.05191,0.01,50.0,71.0,Night,29.87,10.0,11.5,,Cloudy,0,0,0,2,16,12,2016
7391,A-7392,1,37.563477,-122.03858899999999,0.01,51.1,63.0,Night,29.8,10.0,16.1,,Other,0,0,0,2,16,12,2016
7392,A-7393,1,37.367962,-121.84600800000001,0.01,50.0,66.0,Night,29.89,10.0,6.9,,Other,0,0,0,2,16,12,2016
7393,A-7394,0,36.538146999999995,-121.752785,0.01,50.0,77.0,Night,29.83,10.0,10.4,,Other,0,0,0,2,16,12,2016
7394,A-7395,1,37.828934000000004,-122.29377,0.01,51.1,68.0,Night,29.78,10.0,20.7,,Cloudy,0,0,0,2,16,12,2016
7395,A-7396,0,37.891762,-122.17126499999999,0.01,48.9,66.0,Night,29.71,10.0,9.2,,Clear,0,0,0,2,16,12,2016
7396,A-7397,0,37.381523,-121.962639,0.01,51.1,66.0,Night,29.81,10.0,10.4,,Other,0,0,0,2,16,12,2016
7397,A-7398,0,38.431297,-122.71556899999999,0.01,44.1,79.0,Night,29.74,10.0,5.8,,Clear,0,0,0,3,16,12,2016
7398,A-7399,0,37.891762,-122.17126499999999,0.01,48.9,66.0,Night,29.71,10.0,9.2,,Clear,0,0,0,3,16,12,2016
7399,A-7400,0,37.363136,-121.891586,0.01,51.1,66.0,Night,29.81,10.0,10.4,,Other,0,0,0,3,16,12,2016
7400,A-7401,1,37.447144,-121.89108300000001,0.01,51.1,66.0,Night,29.81,10.0,10.4,,Other,0,0,0,3,16,12,2016
7401,A-7402,0,37.349777,-121.861732,0.01,50.0,66.0,Night,29.89,10.0,6.9,,Other,0,0,0,3,16,12,2016
7402,A-7403,0,37.14006,-122.15239,0.01,51.1,66.0,Night,29.82,10.0,9.2,,Other,0,0,0,3,16,12,2016
7403,A-7404,0,37.675079,-122.09533700000001,0.0,50.0,63.0,Night,29.83,10.0,9.2,,Cloudy,0,0,1,3,16,12,2016
7404,A-7405,0,36.666962,-121.75693500000001,0.01,51.1,71.0,Night,29.89,10.0,12.7,0.0,Other,0,0,0,4,16,12,2016
7405,A-7406,0,38.283337,-122.713379,0.0,42.8,87.0,Night,29.8,10.0,11.5,,Cloudy,0,0,0,4,16,12,2016
7406,A-7407,0,37.000191,-122.03751399999999,0.01,48.0,86.0,Night,29.85,10.0,4.6,,Other,0,0,0,5,16,12,2016
7407,A-7408,0,37.732791999999996,-120.866997,0.0,48.9,61.0,Day,29.84,10.0,9.2,,Cloudy,0,0,0,7,16,12,2016
7408,A-7409,0,37.701060999999996,-122.393196,0.01,50.0,61.0,Day,29.88,10.0,20.7,,Cloudy,0,1,0,7,16,12,2016
7409,A-7410,0,38.133976000000004,-120.913284,0.0,37.4,100.0,Day,29.84,10.0,5.8,,Other,0,0,0,7,16,12,2016
7410,A-7411,1,37.330405999999996,-122.01428200000001,0.01,50.0,63.0,Day,29.91,10.0,6.9,,Other,0,0,0,8,16,12,2016
7411,A-7412,1,37.700802,-121.92276000000001,0.01,46.9,66.0,Day,29.89,10.0,16.1,,Cloudy,0,1,0,8,16,12,2016
7412,A-7413,0,38.855515000000004,-121.29989599999999,0.01,44.6,87.0,Day,29.79,10.0,13.8,,Other,0,1,0,8,16,12,2016
7413,A-7414,1,37.798302,-122.377792,0.01,51.1,61.0,Day,29.9,10.0,16.1,,Cloudy,0,0,0,8,16,12,2016
7414,A-7415,0,38.772739,-121.253975,0.01,44.6,81.0,Day,29.85,10.0,5.8,,Other,0,1,0,8,16,12,2016
7415,A-7416,1,37.33442700000001,-121.936485,0.01,50.0,63.0,Day,29.93,10.0,11.5,,Cloudy,0,1,0,9,16,12,2016
7416,A-7417,1,38.458659999999995,-121.84240700000001,0.01,46.4,66.0,Day,29.87,10.0,4.6,,Clear,0,0,0,9,16,12,2016
7417,A-7418,1,37.700759999999995,-121.808838,0.01,46.9,66.0,Day,29.89,10.0,16.1,,Cloudy,0,1,0,9,16,12,2016
7418,A-7419,0,37.588181,-122.35740700000001,0.01,51.1,61.0,Day,29.92,10.0,11.5,,Cloudy,0,0,0,9,16,12,2016
7419,A-7420,0,37.318287,-121.831551,0.01,50.0,66.0,Day,29.96,10.0,11.5,,Cloudy,0,0,0,9,16,12,2016
7420,A-7421,0,38.467201,-121.803917,0.01,48.2,62.0,Day,29.89,10.0,8.1,,Clear,0,0,0,9,16,12,2016
7421,A-7422,1,37.700953999999996,-121.802132,0.01,48.9,56.0,Day,29.91,10.0,15.0,,Cloudy,0,0,0,9,16,12,2016
7422,A-7423,0,37.998245000000004,-121.802353,0.01,50.0,48.0,Day,29.88,10.0,20.7,,Clear,0,0,0,9,16,12,2016
7423,A-7424,1,37.49625800000001,-122.23317,0.01,51.8,58.0,Day,29.96,10.0,12.7,,Cloudy,0,0,0,9,16,12,2016
7424,A-7425,0,37.690025,-122.06230900000001,0.01,52.0,53.0,Day,29.96,10.0,19.6,,Cloudy,1,0,1,9,16,12,2016
7425,A-7426,0,38.627972,-121.266029,0.01,48.2,71.0,Day,29.87,10.0,9.2,,Cloudy,0,0,0,9,16,12,2016
7426,A-7427,0,38.819538,-122.717514,0.01,50.0,54.0,Day,29.91,10.0,13.8,,Cloudy,0,0,0,11,16,12,2016
7427,A-7428,0,39.234962,-120.754227,0.01,27.0,96.0,Day,29.75,0.2,11.5,0.0,Snow,0,0,0,11,16,12,2016
7428,A-7429,1,37.628811,-122.42763500000001,0.01,53.1,57.0,Day,29.95,10.0,27.6,,Cloudy,0,0,0,11,16,12,2016
7429,A-7430,0,38.496155,-122.75639299999999,0.01,52.0,47.0,Day,29.9,10.0,16.1,,Cloudy,0,0,0,11,16,12,2016
7430,A-7431,1,37.796513,-122.210747,0.01,55.0,57.0,Day,29.94,10.0,19.6,,Cloudy,0,0,1,11,16,12,2016
7431,A-7432,1,38.213844,-122.142197,0.01,53.1,47.0,Day,29.89,10.0,20.7,,Clear,0,0,0,11,16,12,2016
7432,A-7433,0,38.141289,-122.22464,0.01,53.1,47.0,Day,29.89,10.0,20.7,,Clear,0,1,0,11,16,12,2016
7433,A-7434,0,36.988304,-121.957245,0.01,51.1,71.0,Day,29.96,10.0,10.4,0.0,Rain,1,0,1,11,16,12,2016
7434,A-7435,1,37.740466999999995,-122.196381,0.01,55.0,55.0,Day,29.94,10.0,20.7,,Cloudy,0,0,0,12,16,12,2016
7435,A-7436,0,37.391258,-121.99589499999999,0.01,54.0,51.0,Day,29.96,10.0,11.5,,Cloudy,0,0,0,12,16,12,2016
7436,A-7437,0,37.250972999999995,-121.932243,0.01,54.0,53.0,Day,29.94,10.0,15.0,,Cloudy,0,0,0,12,16,12,2016
7437,A-7438,0,37.373634,-121.927773,0.01,54.0,53.0,Day,29.94,10.0,15.0,,Cloudy,0,0,0,12,16,12,2016
7438,A-7439,0,39.50367,-121.45974,0.01,52.0,45.0,Day,29.9,10.0,5.8,,Cloudy,1,0,0,12,16,12,2016
7439,A-7440,1,37.863934,-122.302826,0.01,55.0,55.0,Day,29.94,10.0,20.7,,Cloudy,0,1,0,13,16,12,2016
7440,A-7441,1,37.701384999999995,-121.85157,0.01,52.0,49.0,Day,29.91,10.0,19.6,,Clear,0,0,0,13,16,12,2016
7441,A-7442,0,37.164341,-121.99009699999999,0.01,54.0,53.0,Day,29.94,10.0,15.0,,Cloudy,0,0,0,13,16,12,2016
7442,A-7443,0,37.419128,-121.9646,0.01,53.1,50.0,Day,29.94,10.0,17.3,,Cloudy,0,0,0,13,16,12,2016
7443,A-7444,0,38.216373,-122.60345500000001,0.01,53.6,54.0,Day,29.94,10.0,17.3,,Clear,0,0,0,13,16,12,2016
7444,A-7445,1,37.624542,-122.428421,0.01,53.1,57.0,Day,29.96,10.0,23.0,,Cloudy,0,0,0,14,16,12,2016
7445,A-7446,1,37.34843400000001,-121.918549,0.01,53.1,47.0,Day,29.96,10.0,20.7,,Cloudy,0,0,0,14,16,12,2016
7446,A-7447,1,37.635273,-122.439209,0.01,51.1,61.0,Day,29.97,10.0,24.2,,Cloudy,0,0,0,15,16,12,2016
7447,A-7448,1,37.833332,-122.2939,0.01,54.0,59.0,Day,29.97,10.0,24.2,,Cloudy,0,0,0,15,16,12,2016
7448,A-7449,0,37.953196999999996,-122.27198,0.01,53.1,47.0,Day,29.91,10.0,11.5,,Clear,1,0,1,16,16,12,2016
7449,A-7450,1,37.318172,-121.98528300000001,0.01,52.0,50.0,Day,29.97,10.0,21.9,,Cloudy,0,0,0,16,16,12,2016
7450,A-7451,1,37.814957,-121.294678,0.01,52.0,54.0,Day,29.94,10.0,11.5,0.0,Rain,0,0,0,16,16,12,2016
7451,A-7452,0,38.496155,-122.75639299999999,0.01,48.0,52.0,Day,29.97,10.0,11.5,,Clear,0,0,0,16,16,12,2016
7452,A-7453,1,37.784985,-122.39275400000001,0.01,52.0,59.0,Day,29.99,10.0,12.7,,Cloudy,0,0,0,16,16,12,2016
7453,A-7454,0,39.02536,-122.659981,0.01,46.0,61.0,Day,30.01,10.0,13.8,,Clear,0,0,1,16,16,12,2016
7454,A-7455,0,38.556145,-121.443192,0.01,48.0,66.0,Night,29.96,10.0,8.1,,Clear,0,1,0,16,16,12,2016
7455,A-7456,1,37.71868900000001,-121.6623,0.01,46.0,63.0,Night,29.97,10.0,8.1,,Clear,0,0,0,16,16,12,2016
7456,A-7457,1,37.823929,-122.31741299999999,0.01,51.1,61.0,Night,30.01,10.0,18.4,,Cloudy,0,0,0,17,16,12,2016
7457,A-7458,1,38.237938,-122.096626,0.01,48.0,56.0,Night,29.97,10.0,10.4,,Clear,0,0,0,17,16,12,2016
7458,A-7459,1,37.719536,-121.691551,0.01,44.1,71.0,Night,29.99,10.0,5.8,,Clear,0,0,0,17,16,12,2016
7459,A-7460,0,38.564499,-121.36581399999999,0.0,44.6,76.0,Night,29.97,10.0,3.5,,Clear,0,0,0,17,16,12,2016
7460,A-7461,0,37.327114,-121.89463,0.01,50.0,59.0,Night,30.01,10.0,20.7,,Cloudy,0,0,0,17,16,12,2016
7461,A-7462,1,37.323948,-121.892509,0.01,50.0,59.0,Night,30.01,10.0,20.7,,Cloudy,0,0,0,17,16,12,2016
7462,A-7463,1,37.927044,-122.373077,0.01,48.9,59.0,Night,29.96,10.0,9.2,,Clear,0,0,0,18,16,12,2016
7463,A-7464,1,38.724945,-121.29038200000001,0.01,44.6,76.0,Night,30.0,10.0,3.5,,Clear,0,0,0,18,16,12,2016
7464,A-7465,1,37.701584000000004,-121.906929,0.01,44.1,71.0,Night,29.99,10.0,5.8,,Clear,0,0,0,18,16,12,2016
7465,A-7466,1,37.701683,-121.882782,0.01,45.0,68.0,Night,30.02,10.0,9.2,,Clear,0,0,0,18,16,12,2016
7466,A-7467,0,36.64468400000001,-121.664162,0.01,48.0,66.0,Night,30.07,10.0,6.9,,Clear,1,0,0,18,16,12,2016
7467,A-7468,0,38.604244,-121.276016,0.01,39.2,93.0,Night,29.99,10.0,8.1,,Clear,0,1,0,18,16,12,2016
7468,A-7469,1,38.63179,-121.39804099999999,0.01,44.6,76.0,Night,30.01,10.0,8.1,,Clear,0,0,0,18,16,12,2016
7469,A-7470,0,37.888915999999995,-122.175674,0.01,48.0,56.0,Night,29.98,10.0,11.5,,Clear,0,1,0,19,16,12,2016
7470,A-7471,0,37.552986,-122.295914,0.01,48.2,62.0,Night,30.06,10.0,16.1,,Cloudy,0,0,0,19,16,12,2016
7471,A-7472,0,36.83821500000001,-121.770981,0.01,46.0,73.0,Night,30.05,10.0,4.6,,Clear,0,0,1,19,16,12,2016
7472,A-7473,0,38.588501,-121.291214,0.01,39.2,93.0,Night,30.02,10.0,8.1,,Clear,0,0,0,19,16,12,2016
7473,A-7474,1,37.838181,-122.29663799999999,0.01,50.0,59.0,Night,30.06,10.0,15.0,,Cloudy,0,0,0,19,16,12,2016
7474,A-7475,0,38.544781,-121.473984,0.01,41.0,93.0,Night,30.02,10.0,8.1,,Clear,0,0,0,19,16,12,2016
7475,A-7476,1,38.646278,-121.376869,0.01,44.6,76.0,Night,30.03,10.0,8.1,,Clear,0,0,0,19,16,12,2016
7476,A-7477,1,38.682713,-121.33628799999998,0.01,44.6,76.0,Night,30.03,10.0,8.1,,Clear,0,0,0,19,16,12,2016
7477,A-7478,0,38.662715999999996,-120.937653,0.01,35.6,87.0,Night,29.97,10.0,8.1,,Cloudy,0,0,0,19,16,12,2016
7478,A-7479,0,37.936695,-121.297684,0.01,39.0,86.0,Night,30.02,10.0,8.1,,Clear,0,0,0,19,16,12,2016
7479,A-7480,1,37.710442,-122.46494299999999,0.01,48.9,59.0,Night,30.06,10.0,17.3,,Cloudy,0,1,0,20,16,12,2016
7480,A-7481,1,37.648651,-122.096718,0.01,48.0,56.0,Night,30.08,10.0,10.4,,Clear,0,1,0,20,16,12,2016
7481,A-7482,1,38.342995,-122.006767,0.01,46.9,56.0,Night,30.03,10.0,10.4,,Clear,0,1,0,20,16,12,2016
7482,A-7483,0,37.255466,-121.84985400000001,0.01,44.6,71.0,Night,30.09,10.0,6.9,,Clear,0,1,0,20,16,12,2016
7483,A-7484,0,37.306686,-121.81995400000001,0.01,44.6,71.0,Night,30.09,10.0,6.9,,Clear,0,0,0,20,16,12,2016
7484,A-7485,0,39.320915,-121.596115,0.01,45.0,63.0,Night,30.07,10.0,4.6,,Clear,0,0,0,20,16,12,2016
7485,A-7486,1,37.700404999999996,-122.471291,0.01,48.0,58.0,Night,30.08,10.0,15.0,,Cloudy,0,0,0,20,16,12,2016
7486,A-7487,1,37.701423999999996,-121.895119,0.01,43.0,74.0,Night,30.06,10.0,6.9,,Clear,0,0,0,20,16,12,2016
7487,A-7488,0,38.519855,-121.465096,0.01,39.0,96.0,Night,30.04,10.0,8.1,,Clear,0,0,0,20,16,12,2016
7488,A-7489,1,37.824413,-122.26850900000001,0.01,48.9,59.0,Night,30.07,10.0,12.7,,Clear,0,0,0,20,16,12,2016
7489,A-7490,1,38.641284999999996,-121.471451,0.01,41.0,87.0,Night,30.06,10.0,8.1,,Clear,0,0,0,20,16,12,2016
7490,A-7491,1,39.304642,-120.64951299999998,0.01,25.0,88.0,Night,30.0,10.0,5.8,,Other,0,0,0,21,16,12,2016
7491,A-7492,0,37.468102,-122.433159,0.01,48.2,62.0,Night,30.1,10.0,16.1,,Cloudy,1,0,0,21,16,12,2016
7492,A-7493,0,37.771553000000004,-121.81037099999999,0.0,39.9,77.0,Night,30.08,10.0,5.8,,Clear,0,0,0,21,16,12,2016
7493,A-7494,0,38.496071,-121.4291,0.01,37.9,97.0,Night,30.07,10.0,8.1,,Clear,1,0,1,21,16,12,2016
7494,A-7495,0,37.749161,-121.13771799999999,0.01,44.1,68.0,Night,30.06,10.0,9.2,,Clear,0,0,0,21,16,12,2016
7495,A-7496,1,37.620701000000004,-122.425949,0.01,48.0,58.0,Night,30.1,10.0,15.0,,Cloudy,0,0,0,21,16,12,2016
7496,A-7497,0,37.908543,-122.069099,0.01,45.0,60.0,Night,30.05,10.0,6.9,,Clear,0,0,0,21,16,12,2016
7497,A-7498,0,37.253116999999996,-121.842125,0.01,42.8,76.0,Night,30.11,10.0,8.1,,Clear,0,1,0,21,16,12,2016
7498,A-7499,1,37.739334,-121.59082,0.01,39.9,77.0,Night,30.08,10.0,5.8,,Clear,0,0,0,21,16,12,2016
7499,A-7500,0,38.56583,-121.33638,0.01,37.4,93.0,Night,30.07,10.0,8.1,,Clear,0,0,0,21,16,12,2016
7500,A-7501,0,37.111919,-121.015656,0.01,39.2,93.0,Night,30.05,10.0,5.8,,Clear,0,0,0,21,16,12,2016
7501,A-7502,0,37.255142,-121.84883899999998,0.01,42.8,76.0,Night,30.11,10.0,8.1,,Clear,0,0,0,21,16,12,2016
7502,A-7503,0,38.538242,-121.473648,0.01,37.9,97.0,Night,30.07,10.0,8.1,,Clear,0,0,0,21,16,12,2016
7503,A-7504,0,38.946407,-121.046875,0.01,37.4,93.0,Night,30.04,10.0,8.1,,Clear,0,0,0,21,16,12,2016
7504,A-7505,0,37.641109,-122.406021,0.01,48.0,58.0,Night,30.1,10.0,15.0,,Cloudy,0,0,0,21,16,12,2016
7505,A-7506,0,36.868896,-121.733429,0.0,37.9,97.0,Night,30.1,10.0,3.5,,Clear,0,0,0,22,16,12,2016
7506,A-7507,0,38.76119600000001,-120.570251,0.01,35.6,87.0,Night,30.03,10.0,8.1,,Clear,0,0,0,22,16,12,2016
7507,A-7508,0,37.502990999999994,-122.331703,0.01,46.4,57.0,Night,30.12,10.0,8.1,,Clear,0,0,0,22,16,12,2016
7508,A-7509,1,37.912777,-122.066925,0.01,45.0,60.0,Night,30.05,10.0,6.9,,Clear,0,0,0,22,16,12,2016
7509,A-7510,1,37.501579,-121.92981,0.01,45.0,68.0,Night,30.14,10.0,3.5,,Clear,0,1,0,23,16,12,2016
7510,A-7511,0,39.136478000000004,-120.964882,0.01,30.2,,Night,30.04,10.0,3.5,,Clear,0,0,0,0,17,12,2016
7511,A-7512,1,37.798241,-122.21711,0.01,44.1,68.0,Night,30.15,10.0,6.9,,Clear,1,0,1,0,17,12,2016
7512,A-7513,0,37.769591999999996,-122.41688500000001,0.01,45.0,65.0,Night,30.15,10.0,4.6,,Clear,0,0,0,0,17,12,2016
7513,A-7514,0,38.079975,-122.546356,0.01,42.8,61.0,Night,30.19,10.0,11.5,,Clear,0,1,0,1,17,12,2016
7514,A-7515,1,38.201984,-122.156975,0.01,37.9,79.0,Night,30.15,10.0,8.1,,Clear,0,0,0,1,17,12,2016
7515,A-7516,1,37.890163,-122.308296,0.01,44.1,68.0,Night,30.16,10.0,9.2,,Clear,0,0,0,2,17,12,2016
7516,A-7517,1,37.414219,-121.88015700000001,0.01,41.0,73.0,Night,30.19,10.0,3.5,,Clear,0,0,0,2,17,12,2016
7517,A-7518,1,37.593128,-121.870636,0.01,33.1,85.0,Night,30.19,10.0,8.1,,Clear,0,0,0,2,17,12,2016
7518,A-7519,0,38.299248,-122.712524,0.01,35.6,87.0,Night,30.21,10.0,3.5,,Clear,0,0,0,2,17,12,2016
7519,A-7520,1,37.88554,-122.05534399999999,0.01,35.1,82.0,Night,30.16,10.0,3.5,,Clear,0,0,0,2,17,12,2016
7520,A-7521,1,37.364319,-121.90183999999999,0.01,41.0,73.0,Night,30.19,10.0,3.5,,Clear,0,0,0,2,17,12,2016
7521,A-7522,0,37.535507,-122.07521100000001,0.01,37.9,73.0,Night,30.22,10.0,3.5,,Clear,0,1,0,4,17,12,2016
7522,A-7523,1,37.645321,-122.4496,0.01,39.9,68.0,Night,30.21,10.0,6.9,,Clear,0,0,0,4,17,12,2016
7523,A-7524,0,38.255866999999995,-122.34601599999999,0.01,39.0,62.0,Night,30.18,10.0,8.1,,Clear,0,0,0,4,17,12,2016
7524,A-7525,1,37.838181,-122.29663799999999,0.01,41.0,76.0,Night,30.22,10.0,8.1,,Clear,0,0,0,4,17,12,2016
7525,A-7526,1,37.33442700000001,-121.936485,0.01,39.0,79.0,Night,30.21,10.0,8.1,,Clear,0,1,0,4,17,12,2016
7526,A-7527,1,38.388096000000004,-121.93375400000001,0.01,39.9,51.0,Night,30.21,10.0,3.5,,Clear,0,0,0,4,17,12,2016
7527,A-7528,1,38.488636,-121.803772,0.01,37.4,60.0,Night,30.23,10.0,9.2,,Clear,0,0,0,4,17,12,2016
7528,A-7529,0,38.134083000000004,-122.476372,0.01,28.4,93.0,Night,30.25,10.0,8.1,,Clear,1,0,0,5,17,12,2016
7529,A-7530,1,37.732208,-122.41451299999999,0.01,41.0,62.0,Night,30.25,10.0,5.8,,Cloudy,0,1,0,6,17,12,2016
7530,A-7531,0,37.294579,-121.87278700000002,0.01,36.0,82.0,Night,30.25,10.0,8.1,,Cloudy,0,0,0,6,17,12,2016
7531,A-7532,0,37.699478000000006,-122.094734,0.0,34.0,79.0,Day,30.28,10.0,3.5,,Clear,0,0,1,7,17,12,2016
7532,A-7533,0,37.299049,-121.87468700000001,0.01,36.0,82.0,Day,30.25,10.0,8.1,,Cloudy,0,0,0,7,17,12,2016
7533,A-7534,0,38.272026000000004,-122.670052,0.01,33.8,93.0,Day,30.31,10.0,8.1,,Clear,0,0,0,8,17,12,2016
7534,A-7535,0,38.255157000000004,-122.479469,0.01,32.0,93.0,Day,30.3,10.0,3.5,,Clear,0,0,0,8,17,12,2016
7535,A-7536,1,37.966309,-122.322304,0.01,33.1,82.0,Day,30.23,10.0,3.5,,Clear,0,0,0,8,17,12,2016
7536,A-7537,1,37.809841,-122.246544,0.01,43.0,76.0,Day,30.3,10.0,4.6,,Cloudy,1,0,1,8,17,12,2016
7537,A-7538,0,38.00307100000001,-121.337051,0.0,39.9,68.0,Day,30.27,10.0,9.2,0.0,Clear,0,0,0,9,17,12,2016
7538,A-7539,0,38.429642,-122.745682,0.01,42.1,70.0,Day,30.29,10.0,6.9,,Clear,0,1,0,9,17,12,2016
7539,A-7540,1,37.73325,-122.139351,0.01,48.0,61.0,Day,30.31,10.0,4.6,,Cloudy,0,0,0,9,17,12,2016
7540,A-7541,0,37.059329999999996,-121.584709,0.01,39.2,87.0,Day,30.32,10.0,8.1,,Clear,0,0,0,9,17,12,2016
7541,A-7542,0,38.165596,-122.578529,0.01,44.6,61.0,Day,30.32,10.0,8.1,,Clear,0,1,0,9,17,12,2016
7542,A-7543,0,38.421898,-122.71543100000001,0.01,45.0,60.0,Day,30.29,10.0,10.4,,Clear,0,1,0,10,17,12,2016
7543,A-7544,0,37.462418,-122.144402,0.01,50.0,66.0,Day,30.32,10.0,8.1,,Cloudy,0,1,0,10,17,12,2016
7544,A-7545,1,37.758404,-122.21217299999999,0.01,50.0,41.0,Day,30.29,10.0,6.9,,Cloudy,0,0,0,11,17,12,2016
7545,A-7546,1,37.836449,-122.01187900000001,0.01,50.0,38.0,Day,30.25,10.0,3.5,,Clear,0,1,0,11,17,12,2016
7546,A-7547,1,37.403988,-121.87732700000001,0.01,50.0,39.0,Day,30.29,10.0,4.6,,Cloudy,0,0,0,11,17,12,2016
7547,A-7548,1,38.113052,-122.22993500000001,0.01,51.1,43.0,Day,30.23,10.0,3.5,,Clear,0,1,0,13,17,12,2016
7548,A-7549,0,38.013042,-121.87193300000001,0.01,53.1,30.0,Day,30.22,10.0,5.8,,Clear,0,0,0,13,17,12,2016
7549,A-7550,0,37.783546,-121.209778,0.01,50.0,48.0,Day,30.26,10.0,10.4,,Clear,0,0,0,13,17,12,2016
7550,A-7551,0,37.765289,-122.40489199999999,0.01,51.1,44.0,Day,30.25,10.0,4.6,,Cloudy,0,0,0,13,17,12,2016
7551,A-7552,0,37.90997700000001,-122.577003,0.01,51.8,47.0,Day,30.26,10.0,3.5,,Clear,0,0,0,14,17,12,2016
7552,A-7553,0,37.725178,-122.401657,0.01,51.1,44.0,Day,30.25,10.0,4.6,,Cloudy,0,1,0,14,17,12,2016
7553,A-7554,0,38.117317,-122.29261000000001,0.01,51.1,46.0,Day,30.24,10.0,5.8,,Clear,0,0,0,14,17,12,2016
7554,A-7555,1,37.76332100000001,-122.216202,0.01,51.1,44.0,Day,30.26,10.0,4.6,,Cloudy,0,0,0,14,17,12,2016
